Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Brazil,BRA,2014,Poverty Headcount ($1.90 a day),1.0.HCount.1.90usd,3.66325640678406
Brazil,BRA,2012,Poverty Headcount ($1.90 a day),1.0.HCount.1.90usd,4.59167098999023
Brazil,BRA,2011,Poverty Headcount ($1.90 a day),1.0.HCount.1.90usd,5.50047826766968
Brazil,BRA,2009,Poverty Headcount ($1.90 a day),1.0.HCount.1.90usd,6.17514657974243
Brazil,BRA,2008,Poverty Headcount ($1.90 a day),1.0.HCount.1.90usd,6.28679847717285
Brazil,BRA,2007,Poverty Headcount ($1.90 a day),1.0.HCount.1.90usd,7.60265779495239
Brazil,BRA,2006,Poverty Headcount ($1.90 a day),1.0.HCount.1.90usd,7.94484853744507
Brazil,BRA,2005,Poverty Headcount ($1.90 a day),1.0.HCount.1.90usd,9.55349540710449
Brazil,BRA,2004,Poverty Headcount ($1.90 a day),1.0.HCount.1.90usd,11.0362329483032
Brazil,BRA,2003,Poverty Headcount ($1.90 a day),1.0.HCount.1.90usd,12.709324836731
Brazil,BRA,2002,Poverty Headcount ($1.90 a day),1.0.HCount.1.90usd,12.3108644485474
Brazil,BRA,2001,Poverty Headcount ($1.90 a day),1.0.HCount.1.90usd,13.6220474243164
Brazil,BRA,2014,Poverty Headcount ($2.50 a day),1.0.HCount.2.5usd,7.81623363494873
Brazil,BRA,2012,Poverty Headcount ($2.50 a day),1.0.HCount.2.5usd,9.61252117156982
Brazil,BRA,2011,Poverty Headcount ($2.50 a day),1.0.HCount.2.5usd,11.7248420715332
Brazil,BRA,2009,Poverty Headcount ($2.50 a day),1.0.HCount.2.5usd,13.8868274688721
Brazil,BRA,2008,Poverty Headcount ($2.50 a day),1.0.HCount.2.5usd,14.7366437911987
Brazil,BRA,2007,Poverty Headcount ($2.50 a day),1.0.HCount.2.5usd,17.2200183868408
Brazil,BRA,2006,Poverty Headcount ($2.50 a day),1.0.HCount.2.5usd,18.3536243438721
Brazil,BRA,2005,Poverty Headcount ($2.50 a day),1.0.HCount.2.5usd,21.8958721160889
Brazil,BRA,2004,Poverty Headcount ($2.50 a day),1.0.HCount.2.5usd,23.951452255249
Brazil,BRA,2003,Poverty Headcount ($2.50 a day),1.0.HCount.2.5usd,25.8365726470947
Brazil,BRA,2002,Poverty Headcount ($2.50 a day),1.0.HCount.2.5usd,25.1449661254883
Brazil,BRA,2001,Poverty Headcount ($2.50 a day),1.0.HCount.2.5usd,26.3759632110596
Brazil,BRA,2014,Middle Class ($10-50 a day) Headcount,1.0.HCount.Mid10to50,42.5240859985352
Brazil,BRA,2012,Middle Class ($10-50 a day) Headcount,1.0.HCount.Mid10to50,39.4587669372559
Brazil,BRA,2011,Middle Class ($10-50 a day) Headcount,1.0.HCount.Mid10to50,34.8239212036133
Brazil,BRA,2009,Middle Class ($10-50 a day) Headcount,1.0.HCount.Mid10to50,31.5789108276367
Brazil,BRA,2008,Middle Class ($10-50 a day) Headcount,1.0.HCount.Mid10to50,29.920036315918
Brazil,BRA,2007,Middle Class ($10-50 a day) Headcount,1.0.HCount.Mid10to50,27.9716949462891
Brazil,BRA,2006,Middle Class ($10-50 a day) Headcount,1.0.HCount.Mid10to50,26.0715179443359
Brazil,BRA,2005,Middle Class ($10-50 a day) Headcount,1.0.HCount.Mid10to50,23.8944625854492
Brazil,BRA,2004,Middle Class ($10-50 a day) Headcount,1.0.HCount.Mid10to50,22.5092544555664
Brazil,BRA,2003,Middle Class ($10-50 a day) Headcount,1.0.HCount.Mid10to50,21.947135925293
Brazil,BRA,2002,Middle Class ($10-50 a day) Headcount,1.0.HCount.Mid10to50,22.4417572021484
Brazil,BRA,2001,Middle Class ($10-50 a day) Headcount,1.0.HCount.Mid10to50,22.1476974487305
Brazil,BRA,2014,Official Moderate Poverty Rate-National,1.0.HCount.Ofcl,7.4
Brazil,BRA,2013,Official Moderate Poverty Rate-National,1.0.HCount.Ofcl,8.88479374
Brazil,BRA,2012,Official Moderate Poverty Rate-National,1.0.HCount.Ofcl,8.9639166
Brazil,BRA,2011,Official Moderate Poverty Rate-National,1.0.HCount.Ofcl,11.117933
Brazil,BRA,2009,Official Moderate Poverty Rate-National,1.0.HCount.Ofcl,13.289279
Brazil,BRA,2008,Official Moderate Poverty Rate-National,1.0.HCount.Ofcl,14.084228
Brazil,BRA,2007,Official Moderate Poverty Rate-National,1.0.HCount.Ofcl,16.112436
Brazil,BRA,2006,Official Moderate Poverty Rate-National,1.0.HCount.Ofcl,17.290218
Brazil,BRA,2005,Official Moderate Poverty Rate-National,1.0.HCount.Ofcl,20.968174
Brazil,BRA,2004,Official Moderate Poverty Rate-National,1.0.HCount.Ofcl,22.419686
Brazil,BRA,2003,Official Moderate Poverty Rate-National,1.0.HCount.Ofcl,24.927155
Brazil,BRA,2002,Official Moderate Poverty Rate-National,1.0.HCount.Ofcl,23.3
Brazil,BRA,2001,Official Moderate Poverty Rate-National,1.0.HCount.Ofcl,24.7
Brazil,BRA,2014,Poverty Headcount ($4 a day),1.0.HCount.Poor4uds,18.1118392944336
Brazil,BRA,2012,Poverty Headcount ($4 a day),1.0.HCount.Poor4uds,20.8175640106201
Brazil,BRA,2011,Poverty Headcount ($4 a day),1.0.HCount.Poor4uds,23.8348999023438
Brazil,BRA,2009,Poverty Headcount ($4 a day),1.0.HCount.Poor4uds,26.8724918365479
Brazil,BRA,2008,Poverty Headcount ($4 a day),1.0.HCount.Poor4uds,28.6359272003174
Brazil,BRA,2007,Poverty Headcount ($4 a day),1.0.HCount.Poor4uds,31.6345920562744
Brazil,BRA,2006,Poverty Headcount ($4 a day),1.0.HCount.Poor4uds,34.0415267944336
Brazil,BRA,2005,Poverty Headcount ($4 a day),1.0.HCount.Poor4uds,38.0290603637695
Brazil,BRA,2004,Poverty Headcount ($4 a day),1.0.HCount.Poor4uds,40.6284141540527
Brazil,BRA,2003,Poverty Headcount ($4 a day),1.0.HCount.Poor4uds,42.5660209655762
Brazil,BRA,2002,Poverty Headcount ($4 a day),1.0.HCount.Poor4uds,41.7347526550293
Brazil,BRA,2001,Poverty Headcount ($4 a day),1.0.HCount.Poor4uds,42.6504859924316
Brazil,BRA,2014,Vulnerable ($4-10 a day) Headcount,1.0.HCount.Vul4to10,35.2287750244141
Brazil,BRA,2012,Vulnerable ($4-10 a day) Headcount,1.0.HCount.Vul4to10,36.1388778686523
Brazil,BRA,2011,Vulnerable ($4-10 a day) Headcount,1.0.HCount.Vul4to10,37.9922561645508
Brazil,BRA,2009,Vulnerable ($4-10 a day) Headcount,1.0.HCount.Vul4to10,38.4933319091797
Brazil,BRA,2008,Vulnerable ($4-10 a day) Headcount,1.0.HCount.Vul4to10,38.5554428100586
Brazil,BRA,2007,Vulnerable ($4-10 a day) Headcount,1.0.HCount.Vul4to10,37.6591415405273
Brazil,BRA,2006,Vulnerable ($4-10 a day) Headcount,1.0.HCount.Vul4to10,37.1324005126953
Brazil,BRA,2005,Vulnerable ($4-10 a day) Headcount,1.0.HCount.Vul4to10,35.6812973022461
Brazil,BRA,2004,Vulnerable ($4-10 a day) Headcount,1.0.HCount.Vul4to10,34.7383003234863
Brazil,BRA,2003,Vulnerable ($4-10 a day) Headcount,1.0.HCount.Vul4to10,33.2318382263184
Brazil,BRA,2002,Vulnerable ($4-10 a day) Headcount,1.0.HCount.Vul4to10,33.2892951965332
Brazil,BRA,2001,Vulnerable ($4-10 a day) Headcount,1.0.HCount.Vul4to10,32.8027076721191
Brazil,BRA,2014,Poverty Gap ($1.90 a day),1.0.PGap.1.90usd,1.71894180774689
Brazil,BRA,2012,Poverty Gap ($1.90 a day),1.0.PGap.1.90usd,2.47633194923401
Brazil,BRA,2011,Poverty Gap ($1.90 a day),1.0.PGap.1.90usd,2.92670512199402
Brazil,BRA,2009,Poverty Gap ($1.90 a day),1.0.PGap.1.90usd,2.90285611152649
Brazil,BRA,2008,Poverty Gap ($1.90 a day),1.0.PGap.1.90usd,2.92493319511414
Brazil,BRA,2007,Poverty Gap ($1.90 a day),1.0.PGap.1.90usd,3.5898585319519
Brazil,BRA,2006,Poverty Gap ($1.90 a day),1.0.PGap.1.90usd,3.32253789901733
Brazil,BRA,2005,Poverty Gap ($1.90 a day),1.0.PGap.1.90usd,3.88032245635986
Brazil,BRA,2004,Poverty Gap ($1.90 a day),1.0.PGap.1.90usd,4.47508764266968
Brazil,BRA,2003,Poverty Gap ($1.90 a day),1.0.PGap.1.90usd,5.32555437088013
Brazil,BRA,2002,Poverty Gap ($1.90 a day),1.0.PGap.1.90usd,4.82954692840576
Brazil,BRA,2001,Poverty Gap ($1.90 a day),1.0.PGap.1.90usd,5.79105615615845
Brazil,BRA,2014,Poverty Gap ($2.50 a day),1.0.PGap.2.5usd,3.24714231491089
Brazil,BRA,2012,Poverty Gap ($2.50 a day),1.0.PGap.2.5usd,4.2598295211792
Brazil,BRA,2011,Poverty Gap ($2.50 a day),1.0.PGap.2.5usd,5.09153509140015
Brazil,BRA,2009,Poverty Gap ($2.50 a day),1.0.PGap.2.5usd,5.64802694320679
Brazil,BRA,2008,Poverty Gap ($2.50 a day),1.0.PGap.2.5usd,5.89849948883057
Brazil,BRA,2007,Poverty Gap ($2.50 a day),1.0.PGap.2.5usd,7.07108926773071
Brazil,BRA,2006,Poverty Gap ($2.50 a day),1.0.PGap.2.5usd,7.22278451919556
Brazil,BRA,2005,Poverty Gap ($2.50 a day),1.0.PGap.2.5usd,8.59028244018555
Brazil,BRA,2004,Poverty Gap ($2.50 a day),1.0.PGap.2.5usd,9.67509651184082
Brazil,BRA,2003,Poverty Gap ($2.50 a day),1.0.PGap.2.5usd,10.9758377075195
Brazil,BRA,2002,Poverty Gap ($2.50 a day),1.0.PGap.2.5usd,10.3841562271118
Brazil,BRA,2001,Poverty Gap ($2.50 a day),1.0.PGap.2.5usd,11.5557279586792
Brazil,BRA,2014,Poverty Gap ($4 a day),1.0.PGap.Poor4uds,6.84527492523193
Brazil,BRA,2012,Poverty Gap ($4 a day),1.0.PGap.Poor4uds,8.37337303161621
Brazil,BRA,2011,Poverty Gap ($4 a day),1.0.PGap.Poor4uds,9.87421703338623
Brazil,BRA,2009,Poverty Gap ($4 a day),1.0.PGap.Poor4uds,11.2609281539917
Brazil,BRA,2008,Poverty Gap ($4 a day),1.0.PGap.Poor4uds,11.8682889938354
Brazil,BRA,2007,Poverty Gap ($4 a day),1.0.PGap.Poor4uds,13.7223501205444
Brazil,BRA,2006,Poverty Gap ($4 a day),1.0.PGap.Poor4uds,14.4275274276733
Brazil,BRA,2005,Poverty Gap ($4 a day),1.0.PGap.Poor4uds,16.7187919616699
Brazil,BRA,2004,Poverty Gap ($4 a day),1.0.PGap.Poor4uds,18.2730503082275
Brazil,BRA,2003,Poverty Gap ($4 a day),1.0.PGap.Poor4uds,19.8009490966797
Brazil,BRA,2002,Poverty Gap ($4 a day),1.0.PGap.Poor4uds,19.1359100341797
Brazil,BRA,2001,Poverty Gap ($4 a day),1.0.PGap.Poor4uds,20.3270359039307
Brazil,BRA,2014,Poverty Severity ($1.90 a day),1.0.PSev.1.90usd,1.17114531993866
Brazil,BRA,2012,Poverty Severity ($1.90 a day),1.0.PSev.1.90usd,1.86592102050781
